200612,9498
200612,41426
200612,10
4739,38880
135437,58682
135437,58689
266087,28329
262480,28245
262480,53013
7991,3908
32787,7474
32787,2764
10429,18881
15412,4809
3320,7018
4651,2516
42863,8657
28666,52320
28666,262287
49666,29049
49666,200612
20473,11670
20473,34209
20473,31027
35168,197556
42473,133296
42473,49349
42473,15598
42473,43531
42473,47147
42473,9119
42473,39392
42473,5483
42473,4765
42473,13768
42473,8262
42473,23033
42473,31042
42473,17439
42473,28032
42473,56630
42473,21686
42473,16160
42473,57187
58689,58717
58689,58587
58689,137491
11432,22381
11432,21574
11432,14840
395516,3561
395516,23005
34984,286
9304,4635
4826,15412
28245,10429
28245,28263
46562,25761
46562,32780
46562,29838
46562,12989
46562,13213
46562,33438
46562,8100
42962,20473
42962,42473
42962,55720
42962,328328
42962,199524
33480,55410
52468,263798
52468,18747
3356,3549
16941,577
16941,6327
16941,15290
16941,812
266487,52720
24482,10099
2687,2686
41426,39386
43727,41095
43727,28917
23498,7992
23498,393676
30070,18540
30070,6904
6663,5541
60299,9049
15924,8928
52999,28186
266491,14868
266491,28224
6789,201776
6789,48084
8449,25478
6429,27978
7018,1239
48159,34984
48159,49666
4837,42962
28917,6789
28917,44927
4040,55330
20207,16814
28663,22356
28663,16685
265636,52468
265636,28022
13156,42863
33597,53334
18881,26599
21686,36149
21686,20001
199524,7922
199524,33891
199524,9002
199524,20485
199524,12389
199524,8359
199524,31133
199524,42240
199524,9957
199524,47123
20454,12189
6762,2914
12189,28666
12189,17819
12189,38930
8529,12713
262589,18678
7303,10481
4657,38861
4657,17645
4657,4761
4657,55430
12956,3356
8928,56486
8928,5580
59730,61400
58682,17494
58717,132602
55720,132825
55720,24218
209,3320
3,7015
3,56651
3,204008
3,32787
3,135437
3,394432
3,267360
3,262480
3,61681
3,131758
3,27787
3,265636
3,266487
3,266491
18678,262195
23033,36352
4766,4040
4230,28513
39392,9009
25478,20764
5692,52317
5692,52380
5692,11008
5692,27865
5692,264608
5692,52413
5692,10834
5692,52431
5692,262230
5692,28065
5692,52375
5692,3597
5692,52376
17676,6939
3491,1299
6939,12266
4134,4837
6461,2497
4628,4657
4628,45352
4628,24482
33924,198279
17941,4713
3549,6762
3549,30070
16735,266087
9957,4766
28224,28343
2497,701
55330,8449
55330,38193
55330,8966
55330,48159
55330,28910
38193,8529
10391,21599
45352,134190
6453,3257
262287,16735
262287,8757
4809,4637
4809,4134
4809,30844
4809,37662
4809,3786
49349,43350
49349,9186
174,3491
9186,13156
137491,132884
16814,22927
12266,20454
28032,262589
55410,55644
2686,3741
47123,15924
47123,12735
41095,37179
4755,9583
3561,3910
3561,7991
3561,16941
4637,2828
4637,1221
204008,3209
33891,20562
33438,9299
2764,7545
2764,38333
2764,38561
3257,174
20676,25394
23005,7029
3908,3758
38880,9443
701,1273
701,703
38333,18398
4761,9505
4761,9304
10,49110
10,46392
22356,26615
22356,27715
22356,28124
18747,10391
18747,22411
18747,6429
18747,11432
1299,6461
12713,6663
21599,18809
16160,5578
31133,3216
55002,11404
4765,4651
4765,4628
2386,395516
2386,21657
2386,7016
2386,46368
2386,33662
2386,54934
2386,22773
2386,19108
2386,17231
54934,33154
9009,17941
9009,3292
9009,58453
56651,34779
17439,4755
17439,18101
13213,20860
28124,18479
14840,8167
61681,53062
52720,52999
52720,52873
52720,37468
2914,6453
43797,8291
8262,6695
8262,3223
8262,39737
29838,33597
131758,18351
27787,7303
27787,20207
16685,4230
16685,55002
16685,52551
7843,2386
28910,43727
28910,35168
28910,60299
9119,8400
9119,33924
9119,5391
9498,7473
9498,10026
56630,59730
61400,31500
61400,42861
20001,7843
20001,40300
7029,6983
7029,54682
1239,5511
1239,17676
6904,2687
13768,23498
43350,6830
3267,43797
3267,2603
56486,3267
57187,15802
7545,9942
7545,4739
134190,17984
10834,12956
812,19835
812,6407
44927,8641
36352,18779
36352,46562
36352,4436
36352,23352
133296,33480
133296,50673
133296,3
28263,28663
15598,20676
15598,34309
1273,209
5578,5588
12735,9121
18809,23520
8167,7738
17819,4826
17819,4725
